date,symbol,signal,p_high_vol,confidence
2026-01-09,INTC,RISK_ON,0.2321106496604697,0.5357787006790606
2026-01-09,SMSN,RISK_ON,0.22006036883218494,0.5598792623356301
2026-01-09,TSMC,RISK_ON,0.2147369504146935,0.5705260991706129
