date,symbol,vol_pre_5d,vol_post_5d,delta
2024-05-23,SMSN,0.020386758077788426,0.02725034950309468,0.006863591425306254
2024-10-14,SMSN,0.03936992876407883,0.0194656881837329,-0.019904240580345935
2025-04-01,SMSN,0.02545965010349799,0.022843320387263565,-0.002616329716234423
