threshold,mean_label
0.05,0.2697095435684647
0.1,0.2719665271966527
0.15,0.2711864406779661
0.2,0.2727272727272727
0.25,0.2863849765258216
0.3,0.5357142857142857
0.35,0.6
0.39999999999999997,0.6
0.44999999999999996,0.6
0.49999999999999994,0.625
0.5499999999999999,0.631578947368421
0.6,
0.65,
0.7,
0.75,
0.7999999999999999,
0.85,
0.9,
0.95,
